id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B000GAP1HG,False,False,expensive_batch,,
B000IHVQ4Y,False,False,expensive_batch,,
B000UD028M,True,False,expensive_batch,,
B002P6ZTQW,True,False,expensive_batch,,
B003XSC4A0,False,False,expensive_batch,,
B005WXNYFS,False,True,expensive_batch,,
B0097Q3OF6,False,False,expensive_batch,,
B00A00GTYQ,True,False,expensive_batch,,
B00ADH9PWO,True,True,expensive_batch,,
B00BS75IZG,True,False,expensive_batch,,
B00DNNU17I,False,False,expensive_batch,,
B00FDND7KO,False,True,expensive_batch,,
B00FPS3GYE,False,False,expensive_batch,,
B00GGFMXVC,True,False,expensive_batch,,
B00HN272MW,False,False,expensive_batch,,
B00ILTI7VQ,True,False,expensive_batch,,
B00JCCVJ9I,False,True,expensive_batch,,
B00JFBEM04,True,False,expensive_batch,,
B00JLXTMCY,False,False,expensive_batch,,
B00JTN1MRO,False,False,expensive_batch,,
B00K8D4CLM,False,True,expensive_batch,,
B00LMB66ZO,True,False,expensive_batch,,
B00LN6575I,True,False,expensive_batch,,
B00MFIVCQQ,False,True,expensive_batch,,
B00MPFCBM8,True,True,expensive_batch,,
B00MQNOS5M,True,False,expensive_batch,,
B00MR2IOXE,True,False,expensive_batch,,
B00N26VG3O,False,True,expensive_batch,,
B00N4VP84U,True,False,expensive_batch,,
B00NNXXAKS,False,True,expensive_batch,,
B00NPH8NFO,True,True,expensive_batch,,
B00NZWDET4,True,False,expensive_batch,,
B00OLOKX0S,True,False,expensive_batch,,
B00P9H3JHA,False,True,expensive_batch,,
B00PAMS63G,True,True,expensive_batch,,
B00PBVVF8E,True,False,expensive_batch,,
B00PITUKLW,False,True,expensive_batch,,
B00Q5BV1SS,False,True,expensive_batch,,
B00QGBHHZ8,False,True,expensive_batch,,
B00QSXNW08,False,True,expensive_batch,,
B00RIRMNA8,False,False,expensive_batch,,
B00S4YRU02,True,True,expensive_batch,,
B00STVDLBM,False,False,expensive_batch,,
B00SX7T7BU,False,False,expensive_batch,,
B00T534LUS,True,False,expensive_batch,,
B00TWAXAXS,True,False,expensive_batch,,
B00U1S2KLI,True,True,expensive_batch,,
B00URGYQYS,False,False,expensive_batch,,
B00W5U9NEW,False,True,expensive_batch,,
B00W89Z66Y,False,False,expensive_batch,,
B00Z8R6ATU,False,False,expensive_batch,,
B00ZLSTR5A,True,False,expensive_batch,,
B011TSCVK8,False,False,expensive_batch,,
B012OEASCE,False,False,expensive_batch,,
B0138QZA6Q,True,False,expensive_batch,,
B013DYADSI,False,False,expensive_batch,,
B013FIS34S,False,True,expensive_batch,,
B013JAOEN6,True,False,expensive_batch,,
B01461C4IE,True,False,expensive_batch,,
B014D1MGJO,True,False,expensive_batch,,
B014KHW9DO,False,False,expensive_batch,,
B014SGN7EC,False,False,expensive_batch,,
B01569TF8C,True,False,expensive_batch,,
B01569TEYC,True,False,expensive_batch,,
B015C2MOBI,False,True,expensive_batch,,
B015FOT7SG,True,True,expensive_batch,,
B015FWF5D4,True,False,expensive_batch,,
B015HS4TK6,True,False,expensive_batch,,
B015M9ZKQM,False,True,expensive_batch,,
B015QV6BHI,False,False,expensive_batch,,
B015XTF5U2,True,False,expensive_batch,,
B015ZN2OL4,True,False,expensive_batch,,
B0166IE1OK,True,False,expensive_batch,,
B016AZOUU4,True,False,expensive_batch,,
B016DB721E,True,False,expensive_batch,,
B016JXO8YK,False,False,expensive_batch,,
B016W7V3VE,True,False,expensive_batch,,
B01701DADU,True,False,expensive_batch,,
B0177PFJ4C,True,False,expensive_batch,,
B017INLIAC,False,True,expensive_batch,,
B017NNC446,False,True,expensive_batch,,
B017R3HRYE,True,False,expensive_batch,,
B018G5AW9O,False,False,expensive_batch,,
B018LPDWNW,True,False,expensive_batch,,
B019491I8A,True,True,expensive_batch,,
B019RX3WLE,True,True,expensive_batch,,
B019XIFJBO,True,True,expensive_batch,,
B01AIFPQEG,False,True,expensive_batch,,
B01ANGPJYC,True,False,expensive_batch,,
B01B5GHE2Y,True,False,expensive_batch,,
B01BCDUIOG,False,False,expensive_batch,,
B01BIVNRRC,False,False,expensive_batch,,
B01BLKK0I4,True,False,expensive_batch,,
B01D8K7HMM,False,False,expensive_batch,,
B01DQ0KYU6,False,True,expensive_batch,,
B01DVPHLK2,False,False,expensive_batch,,
B01E8OA6UW,False,False,expensive_batch,,
B01EJKA6H8,False,False,expensive_batch,,
B01HCXO14I,True,False,expensive_batch,,
B01HJ0K9P4,False,False,expensive_batch,,
