id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B0009MZWS4,True,False,expensive_batch,,2.0
B001V602U0,True,False,expensive_batch,,2.0
B0069UG2VQ,True,False,expensive_batch,,2.0
B009OLVZ8M,True,False,expensive_batch,,2.0
B00E3I93KS,True,False,expensive_batch,,2.0
B00EP4ULZ6,True,False,expensive_batch,,2.0
B00H8XSJJ6,True,False,expensive_batch,,2.0
B00HNXG5Y2,True,False,expensive_batch,,2.0
B00IC3SCUW,True,False,cheap,-2.0,2.0
B00ITZ5XAK,True,False,calibration_expensive,0.0,2.0
B00JLFP5JG,True,False,expensive_batch,0.0,2.0
B00JLFPIXE,True,True,calibration_expensive,0.0,2.0
B00JTYRT52,True,False,calibration_expensive,0.0,2.0
B00KF1ISD0,True,True,calibration_expensive,2.0,2.0
B00L1MNF3K,True,True,cheap,2.0,2.0
B00L2AYX1Y,True,False,expensive_batch,0.0,2.0
B00L4F5LUE,True,True,calibration_expensive,0.0,2.0
B00LNBWC42,True,True,calibration_expensive,2.0,2.0
B00MOZ3R2C,True,False,expensive_batch,0.0,2.0
B00MYSIXFU,True,False,calibration_expensive,-2.0,2.0
B00NSXQ9WO,True,False,cheap,-2.0,2.0
B00PLH3NHE,True,True,calibration_expensive,2.0,2.0
B00PVC67MM,True,False,calibration_expensive,0.0,2.0
B00Q5C9KYO,True,False,expensive_batch,0.0,2.0
B00S0PXVSA,True,False,expensive_batch,,2.0
B00VIOS3EM,True,False,expensive_batch,,2.0
B00W0OHDKE,True,True,expensive_batch,,2.0
B00XIS6OYM,True,True,expensive_batch,,2.0
B00XNWE0OE,True,True,expensive_batch,,2.0
B00Y1TB1L8,True,False,expensive_batch,,2.0
B00Y9YI262,True,False,expensive_batch,,2.0
B0118DJ0A8,True,False,expensive_batch,,2.0
B011CFDNTG,True,True,cheap,2.0,2.0
B012Z1FJV6,True,True,calibration_expensive,0.0,2.0
B015D6D3R2,True,True,calibration_expensive,2.0,2.0
B015D7LN8M,True,True,cheap,2.0,2.0
B015I4YV34,True,True,calibration_expensive,2.0,2.0
B0163RTJDC,True,False,calibration_expensive,-2.0,2.0
B01731KUGM,True,False,calibration_expensive,0.0,2.0
B01A9BE94W,True,False,cheap,-2.0,2.0
B01AKGUMDI,True,False,calibration_expensive,-2.0,2.0
B01AXGQ4SC,True,False,expensive_batch,0.0,2.0
B01DF19PC4,True,True,cheap,2.0,2.0
B01E3EN4BA,True,True,calibration_expensive,2.0,2.0
B01E8JOF7M,True,True,cheap,2.0,2.0
B01EV8BY6K,True,True,calibration_expensive,2.0,2.0
B01F4IPPAM,True,False,calibration_expensive,-2.0,2.0
B01FSXK2RE,True,True,cheap,2.0,2.0
B01GHVVU1I,True,False,calibration_expensive,0.0,2.0
B01GYK8VO6,True,False,calibration_expensive,2.0,2.0
