id,structured_match,final_match,source,cheap_score,routing_confidence_threshold
B000673JT6,False,True,expensive_batch,,
B0006I4WCI,True,True,expensive_batch,,
B000GHY972,True,False,expensive_batch,,
B000JNTKEK,True,False,expensive_batch,,
B000M7MSGU,True,True,expensive_batch,,
B001871AC6,True,True,expensive_batch,,
B001D1IXRC,True,True,expensive_batch,,
B001KYJ0PG,True,False,expensive_batch,,
B002DWJ8AQ,True,True,expensive_batch,,
B002VHJEPM,True,True,expensive_batch,,
B003BT4MGK,True,True,expensive_batch,,
B003DR2NRK,True,False,expensive_batch,,
B004JQFYRA,False,False,expensive_batch,,
B005ANOPGC,False,True,expensive_batch,,
B005IZHFFK,True,True,expensive_batch,,
B006TMIXZM,True,True,expensive_batch,,
B0070CQDA2,True,True,expensive_batch,,
B007KXZMSA,False,True,expensive_batch,,
B0096I84QE,True,True,expensive_batch,,
B0098SIEBM,True,False,expensive_batch,,
B009BXVXV2,False,False,expensive_batch,,
B00B4FXB2E,False,True,expensive_batch,,
B00C819UWS,True,False,expensive_batch,,
B00C872X2Q,True,True,expensive_batch,,
B00DP2O1C8,False,True,expensive_batch,,
B00DQ59IO0,False,True,expensive_batch,,
B00EA4VT1Q,False,False,expensive_batch,,
B00EN89NIK,True,True,expensive_batch,,
B00EZK4TJE,False,True,expensive_batch,,
B00FVUFGC6,False,False,expensive_batch,,
B00G4RF7TC,True,True,expensive_batch,,
B00G8KH4PU,False,True,expensive_batch,,
B00GGGWJJM,False,False,expensive_batch,,
B00GNH60XA,True,False,expensive_batch,,
B00GSOKR50,True,True,expensive_batch,,
B00GXXCLUK,False,False,expensive_batch,,
B00II629B6,False,True,expensive_batch,,
B00IQZZ9JI,False,True,expensive_batch,,
B00JEL49EY,True,False,expensive_batch,,
B00KJNQRLY,True,True,expensive_batch,,
B00L46T9PQ,True,True,expensive_batch,,
B00LV2CWRU,False,True,expensive_batch,,
B00LVYEQ3G,False,True,expensive_batch,,
B00MAY3A1U,True,True,expensive_batch,,
B00MI3FI9A,False,False,expensive_batch,,
B00MWEOVKM,False,False,expensive_batch,,
B00MXJT098,False,False,expensive_batch,,
B00O5MQQ6Q,False,True,expensive_batch,,
B00P8F8THS,True,False,expensive_batch,,
B00P9K7GKS,True,True,expensive_batch,,
B00PIBPMNQ,True,False,expensive_batch,,
B00Q2OF6WU,False,True,expensive_batch,,
B00SBC7XRM,True,True,expensive_batch,,
B00T3XGUMC,True,True,expensive_batch,,
B00TXTVPFS,False,False,expensive_batch,,
B00UV35SQM,False,True,expensive_batch,,
B00UW2KOO8,False,True,expensive_batch,,
B00VONA3E0,False,True,expensive_batch,,
B00WAMG3DY,False,False,expensive_batch,,
B00WUCFOH0,False,False,expensive_batch,,
B00ZCHJHG4,True,False,expensive_batch,,
B01120IZB2,True,True,expensive_batch,,
B012A5LKOM,True,True,expensive_batch,,
B012GHQ1JI,False,False,expensive_batch,,
B012SKLFG2,False,True,expensive_batch,,
B013DD6CK2,False,True,expensive_batch,,
B013HTAWGW,True,True,expensive_batch,,
B014CUGF8E,True,False,expensive_batch,,
B014FCPTUY,True,True,expensive_batch,,
B014T60MBC,True,True,expensive_batch,,
B0152DJZ50,True,True,expensive_batch,,
B01590J1KA,False,True,expensive_batch,,
B015DKFFOW,False,True,expensive_batch,,
B016K3Q6VW,False,False,expensive_batch,,
B017I6JEBO,False,True,expensive_batch,,
B017ODQ2D4,False,False,expensive_batch,,
B017XXWPOU,True,True,expensive_batch,,
B0185XSGK4,False,True,expensive_batch,,
B018F5BCXA,False,True,expensive_batch,,
B019W2M4O6,True,False,expensive_batch,,
B019XC8ZE8,False,True,expensive_batch,,
B01B5BJTAE,False,False,expensive_batch,,
B01B6O3F5K,False,True,expensive_batch,,
B01BD9TIWM,False,False,expensive_batch,,
B01BKULZFC,True,True,expensive_batch,,
B01BTUFLKS,True,False,expensive_batch,,
B01CARPG2W,True,True,expensive_batch,,
B01D6GC4LW,False,True,expensive_batch,,
B01DA30TMC,False,True,expensive_batch,,
B01DLX4O7C,True,False,expensive_batch,,
B01DQH70HO,True,True,expensive_batch,,
B01E08RIHU,False,True,expensive_batch,,
B01ELIMNTM,False,True,expensive_batch,,
B01F1JJ9O2,True,False,expensive_batch,,
B01FJSL236,True,False,expensive_batch,,
B01G4JRNLO,False,False,expensive_batch,,
B01GCDBDVS,False,True,expensive_batch,,
B01GIHLT1M,False,False,expensive_batch,,
B01H4JISB2,True,False,expensive_batch,,
B01HG88F6Y,True,False,expensive_batch,,
